level,gpa,distance_km,disability,medical_condition,financial_need,first_generation,international,gender,previous_housing,semesters_completed,academic_probation,family_size,family_income_bracket,employment_hours,priority_score,was_allocated,application_date
100,2.291178672307208,12.61267531468517,0,0,1,0,0,M,0,0.0,0,4,4,40.0,86.99,1,2023-07-03
200,3.5960347828860755,8022.2867016900445,0,0,1,0,1,M,1,2.0,0,3,4,21.7948882548257,100.0,1,2023-12-12
300,4.011166612300557,122.4438344358441,0,0,1,0,0,F,0,4.0,0,3,6,19.19683513114496,100.0,1,2023-03-21
300,3.1479634193555004,3.0979289500073244,0,0,0,0,0,F,1,5.0,0,3,5,5.189065953840245,73.57,1,2023-11-08
200,4.020544993757073,13.695173714437168,0,0,1,1,0,M,0,2.0,0,3,2,19.24124219353277,97.12,1,2023-11-22
100,2.9833994130746873,7.226881671564586,0,0,0,0,0,F,0,1.0,0,4,4,3.97531655143354,67.44,1,2023-05-12
500,3.7012314483524626,10.121843145723018,0,0,1,0,0,F,1,9.0,0,6,1,40.0,99.44,1,2023-04-11
200,2.796484417166382,2.7865128932669947,0,0,0,0,0,F,0,2.0,0,4,3,6.457213208038466,74.08,1,2023-04-24
200,4.014231254508762,398.4138529837172,0,0,1,0,0,F,0,2.0,0,5,4,17.776930816157282,100.0,1,2023-04-02
100,2.5550500409528074,151.0824285390527,0,0,1,0,0,F,0,1.0,0,1,2,24.412323131874565,97.29,1,2023-08-14
300,3.549897003318794,1.8406540912760443,0,0,0,0,0,M,0,4.0,0,4,7,10.742183869743895,75.65,1,2023-08-26
300,3.0886676768039703,111.99575814925029,0,0,0,1,0,F,0,5.0,0,3,1,8.451105690255977,100.0,1,2023-08-31
100,3.704267708499875,75.26907166699857,0,0,0,1,0,M,0,0.0,0,4,5,2.9343611656142548,99.31,1,2023-01-18
100,2.2685083259834866,100.44299988162047,0,0,1,0,0,M,0,1.0,0,4,3,22.715317995404483,100.0,1,2023-06-24
300,3.9111426724560436,38.05661582943606,0,0,0,0,0,F,1,4.0,0,4,5,30.443020419760124,94.28,1,2023-08-14
300,2.8388434255984416,1.0,0,0,0,0,0,F,0,5.0,0,2,4,20.722954439815542,73.97,1,2023-05-05
100,3.3270516981777374,35.994030863928984,0,0,1,0,0,F,0,1.0,0,6,1,11.14646029303994,97.72,1,2023-06-23
400,3.0515192757287393,11187.224822464692,0,0,0,0,1,F,0,7.0,0,3,5,2.9025878171518342,100.0,1,2023-11-28
100,4.181494579521539,63.51062643294257,0,0,1,0,0,F,0,0.0,0,2,7,17.93376914476263,96.58,1,2023-07-19
200,3.622490975092815,17.462706962280134,1,0,1,0,0,F,0,2.0,0,4,1,13.291190265002959,99.86,1,2023-07-20
400,4.0440974644299725,121.63138278307798,0,0,0,0,0,M,1,7.0,0,5,4,10.377472796136706,100.0,1,2023-05-25
200,3.7221866546454367,110.74450861023155,0,0,0,0,0,M,0,2.0,0,5,8,11.230490409701668,100.0,1,2023-08-02
200,3.741448624979684,12.395468014728886,1,0,1,0,0,M,0,2.0,0,3,5,11.275652791647664,100.0,1,2023-04-03
200,2.7304739029772196,3.472228157202216,0,0,0,1,0,F,0,2.0,0,4,4,1.4043221423306553,72.49,1,2023-09-10
100,4.247674689232558,18.134737184072495,0,0,1,0,0,M,0,0.0,0,4,2,14.261694971697128,92.76,1,2023-04-05
500,3.1897329912095644,17.93941831636716,0,0,0,1,0,F,0,9.0,0,3,5,3.855781131150269,95.79,1,2023-08-01
200,2.628265045607126,71.52107015750224,0,0,0,0,0,M,0,2.0,0,6,6,9.134108103429185,98.14,1,2023-01-03
400,2.133086204321459,180.01658628830126,0,0,1,0,0,F,1,7.0,0,3,1,14.436509750305976,99.88,1,2023-10-21
100,3.449869359464707,32.64196592479696,0,1,0,1,0,F,0,1.0,0,2,7,8.386772044609268,95.88,1,2023-01-13
100,3.773231573392054,29.291541653918408,1,0,0,0,0,F,0,0.0,0,5,6,5.889088509797981,91.9,1,2023-12-24
100,3.584859818018496,56.02694887745001,0,0,0,1,0,M,1,1.0,0,5,5,1.7390741671669763,97.89,1,2023-02-14
300,4.1018397647894504,2075.9192694148887,0,0,0,0,1,M,1,5.0,0,3,2,2.1565051497576944,100.0,1,2023-11-07
200,3.691784253845353,12.506711763653913,0,0,1,0,0,M,1,3.0,0,4,3,29.735894221087907,96.24,1,2023-03-25
400,1.9346896661666773,170.39246174215037,0,0,0,0,0,M,0,7.0,1,2,4,11.98107094558976,91.73,1,2023-11-16
200,3.338772973476978,3.457094225655312,0,0,0,0,0,M,1,3.0,0,3,4,12.567879127719273,70.7,1,2023-09-14
400,2.0440390001262463,6.295892121447471,0,0,1,1,0,M,0,6.0,0,4,3,22.924270346763123,100.0,1,2023-07-12
100,3.0144000517804876,57.326351272173916,0,0,0,0,0,Other,0,0.0,0,5,1,0.9654443937413422,88.54,1,2023-11-28
400,4.538021677400736,14140.252831319276,0,0,0,0,1,M,0,6.0,0,3,4,9.996038012816836,98.77,1,2023-08-28
300,3.980578941759578,64.04033038151672,0,0,0,0,0,F,1,4.0,0,4,4,14.024371631811658,100.0,1,2023-10-14
300,2.5289424239596117,147.61198927761762,0,0,0,0,0,F,1,5.0,0,2,7,8.63421157480048,97.78,1,2023-04-14
300,3.98430964096958,131.42957971420435,0,0,1,1,0,F,0,5.0,0,2,4,34.308728433252945,99.8,1,2023-04-05
300,2.720872693171805,76.09661915335418,0,0,1,0,0,M,1,5.0,0,2,4,24.798952207324994,99.68,1,2023-06-12
200,3.9183107607440895,5.623730077928687,0,0,0,0,0,F,1,3.0,0,4,7,5.831101681807919,74.18,1,2023-01-11
100,4.056281712950572,4030.50867888795,0,0,0,0,1,M,0,0.0,0,4,5,23.070951147289133,100.0,1,2023-12-02
100,3.2766321004490684,9.167502112722552,0,0,0,0,0,F,0,1.0,0,3,7,0.6289810129968052,72.09,1,2023-11-22
400,4.193241988012829,52.550634033793955,1,0,1,0,0,F,0,6.0,0,4,2,22.718532829649984,98.75,1,2023-06-19
200,3.2335923202560557,4.263803440526962,0,0,0,1,0,F,1,2.0,0,4,6,32.28278189113202,79.26,1,2023-01-27
300,3.222471273439381,10715.365413862688,0,0,1,1,1,M,1,5.0,0,4,6,27.17331796731687,99.42,1,2023-10-07
200,3.6124547969343843,46.148116288074746,0,0,0,0,0,Other,0,3.0,0,1,3,1.3551236273664635,93.77,1,2023-01-19
100,3.6498819563235414,1.0,0,0,0,0,0,M,0,1.0,0,2,3,1.0656117741934794,66.39,1,2023-05-25
100,3.6485949177788783,11.167258264864836,0,1,0,0,0,M,0,1.0,0,4,6,18.315978794624915,80.88,1,2023-05-12
300,3.0725888320639823,196.07888142154422,0,0,0,0,0,M,0,4.0,0,5,7,6.853549325252696,99.7,1,2023-01-03
200,2.7465636432287877,32.33252636126379,0,0,0,0,0,F,1,2.0,0,5,6,6.627102382309901,85.69,1,2023-04-25
100,4.2570451129589895,7918.1792408777,0,0,1,0,1,M,0,1.0,0,3,5,40.0,100.0,1,2023-11-21
200,4.305421928078593,11.022220209381391,0,0,0,0,0,M,0,3.0,0,3,4,1.885367637909277,78.09,1,2023-03-13
100,3.589158028392651,90.95995813227123,0,0,1,0,0,F,0,1.0,0,2,4,20.603404369466308,100.0,1,2023-05-04
200,2.8142137062765302,7.756711230950102,0,0,0,1,0,M,0,3.0,0,4,4,17.11775083339252,78.92,1,2023-06-24
100,3.7347090827024045,29.971504017157546,0,0,0,0,0,F,1,1.0,0,4,5,25.299095695197988,87.92,1,2023-10-12
300,3.3417086351688097,13040.253732634712,0,0,1,0,1,M,1,5.0,0,5,4,19.643040139622148,99.71,1,2023-12-14
100,3.3560000966733137,225.14406835673,0,0,1,0,0,F,1,1.0,0,6,3,32.21638993182414,98.9,1,2023-10-24
200,3.1797379117973663,1.7867407170602503,0,0,0,0,0,F,0,2.0,0,4,7,2.4076107020999453,70.1,1,2023-04-26
100,3.353769854966091,9.813035244179819,0,0,0,0,0,M,0,1.0,0,1,5,0.28261399068287446,68.04,1,2023-07-11
100,3.184155315909457,4624.705929638172,0,0,1,1,1,M,1,1.0,0,2,5,12.24872080592052,97.62,1,2023-04-23
200,3.477217722996819,60.06029347037672,0,0,1,1,0,M,1,3.0,0,4,1,12.953902663427822,99.9,1,2023-05-26
200,3.5783429871467907,7570.5653595933945,0,0,1,0,1,F,0,3.0,0,4,4,22.24056394602614,100.0,1,2023-02-27
200,3.6250876418795617,22.28527080017281,0,1,0,1,0,F,0,3.0,0,4,6,6.556113216838954,95.79,1,2023-02-28
100,3.1981882539055793,12.59908673369101,0,0,0,0,0,M,0,1.0,0,4,8,14.01418016413681,72.2,0,2023-07-09
300,4.0187717190884165,74.18133104671952,0,0,1,0,0,F,1,5.0,0,5,2,16.62590301484741,100.0,1,2023-04-05
400,3.836515632245434,205.05981675977782,0,1,1,0,0,F,0,7.0,0,4,2,17.526651885109477,97.95,1,2023-09-23
300,3.518962798724858,38.740143026919355,0,0,0,0,0,M,0,5.0,0,4,4,2.900544056841523,94.57,1,2023-07-04
100,4.3687207055968384,14051.410947790546,0,0,1,0,1,F,0,0.0,0,5,5,21.236813647944185,98.36,1,2023-12-09
200,3.796561025597011,313.3423997610138,0,0,1,0,0,M,1,2.0,0,3,2,22.690802335700266,100.0,1,2023-11-23
100,3.6646601075132677,152.5666535589011,0,0,0,0,0,F,0,1.0,0,3,4,17.60177025814519,98.31,1,2023-12-30
100,3.3211431727268086,114.22174741662532,0,0,1,0,0,M,0,1.0,0,3,7,26.078206530102356,100.0,1,2023-11-16
500,3.420060339669097,15.29702327509904,1,0,1,0,0,M,0,9.0,0,4,5,9.210952303727911,100.0,1,2023-12-05
100,4.380703796413334,3.759144118167133,0,0,1,1,0,F,0,1.0,0,1,5,22.552860519492697,92.59,1,2023-12-27
200,3.4143075132344016,84.13986023463005,0,0,1,0,0,M,0,2.0,0,5,2,34.889460341711754,96.0,1,2023-08-08
200,3.470789093859266,3.152245953055858,0,0,1,0,0,M,0,3.0,0,3,1,18.63531662096301,89.45,1,2023-02-24
300,3.1739109951256648,73.22310861496119,0,0,0,0,0,F,0,5.0,0,3,8,9.560053873814647,99.9,1,2023-10-07
200,3.68450989249248,119.67178022070277,0,0,0,0,0,F,1,3.0,0,6,6,10.93363560691111,98.75,1,2023-06-04
100,3.0529306464844614,197.75668174433608,0,0,0,0,0,F,0,1.0,0,5,7,6.739924573785503,93.83,1,2023-06-10
100,2.9021324055494304,402.1000291822034,0,0,0,0,0,M,0,1.0,0,5,7,11.6973739393353,94.67,1,2023-12-13
200,3.3052709824030955,47.66667043416685,0,0,1,0,0,M,1,3.0,0,6,5,30.892570185146106,100.0,1,2023-09-18
100,3.6989233301674496,2.316558202713898,0,0,1,0,0,F,1,1.0,0,4,5,24.606701476904007,84.66,1,2023-08-03
200,3.325461715615732,15.067500253249182,0,0,1,0,0,M,0,3.0,0,3,1,24.11600806389233,97.07,1,2023-09-19
100,3.5001867864156018,11.992787987695513,0,0,0,0,0,F,0,1.0,0,2,3,40.0,74.1,1,2023-12-29
100,3.14547191235647,4.186931675119893,0,0,1,0,0,M,0,0.0,0,4,1,23.31352453542678,82.38,1,2023-03-12
200,3.880734876929314,1.5210984377492278,0,1,0,0,0,M,0,3.0,0,3,3,4.253606391622664,80.17,1,2023-04-27
100,3.08984354759877,18.75145247573722,0,0,0,0,0,M,0,1.0,0,4,4,8.18167045532787,73.46,1,2023-01-11
200,3.605852987474508,4.849596917961695,0,0,0,0,0,M,0,3.0,0,2,5,3.286689631773385,73.31,1,2023-09-15
300,4.077905815155311,2.1041146697806807,0,0,1,0,0,F,0,4.0,0,3,1,17.106628099831624,89.68,1,2023-10-10
300,3.076174969671373,147.35898925366905,0,0,1,0,0,M,0,5.0,0,4,1,19.130929954146062,100.0,1,2023-03-05
100,3.0596072371423295,81.57276477944887,0,0,1,0,0,F,1,1.0,0,4,5,22.38432572518405,98.33,1,2023-08-06
100,3.576146773924629,1.5596470487362004,0,0,0,0,0,F,0,0.0,0,3,3,7.444183461538452,66.81,1,2023-12-08
100,2.9054319632926973,130.96309962268663,0,0,0,0,0,F,0,0.0,0,6,4,29.246240105318343,96.91,1,2023-04-26
200,3.4990832442331485,25.217349331213313,0,0,0,0,0,F,1,3.0,0,4,4,9.678186973276947,82.7,1,2023-12-22
300,2.278888002988065,40.22541735005622,0,0,0,0,0,M,1,4.0,0,3,1,17.778522720324503,87.91,1,2023-09-10
100,3.206510483519656,1.3944973578192346,0,0,0,0,0,M,0,1.0,0,4,3,3.6770462695876462,68.31,1,2023-05-21
400,3.642333673780996,4480.148951324685,0,0,1,0,1,M,1,7.0,0,4,2,30.27925559451263,100.0,1,2023-07-22
100,3.2984700347155833,4.457770006569494,0,0,1,0,0,F,1,1.0,0,3,2,15.547536365228972,87.07,1,2023-02-11
200,3.1266430472671853,49.84477101076534,0,0,1,0,0,M,0,3.0,0,3,1,11.012124204616454,98.23,1,2023-08-28
300,3.450685509547806,73.06639063072572,1,0,1,0,0,M,1,5.0,0,4,2,16.288573887606127,98.7,1,2023-12-17
400,4.184796532377058,10.001928564364524,0,0,0,0,0,F,0,6.0,0,3,8,4.288464111258002,86.67,1,2023-07-28
300,4.157038186588255,145.29367995155258,0,0,1,0,0,F,0,5.0,0,4,2,19.924807849749325,100.0,1,2023-03-09
300,2.6371059714082556,5.243775603976784,0,0,1,0,0,F,0,4.0,0,3,3,20.921804452840206,91.24,1,2023-11-27
100,3.376468309156442,6.490546356072913,0,0,0,1,0,M,0,0.0,0,4,7,1.2394155246692362,78.85,1,2023-08-15
300,2.557875257162115,6388.325179984128,0,0,0,1,1,F,0,4.0,0,3,4,11.52913632028432,99.47,1,2023-02-26
100,4.053508046684328,40.27941823445478,0,0,0,0,0,F,0,0.0,0,2,4,1.7515327726893812,86.89,1,2023-08-03
400,4.228857752472229,71.74955873801048,0,0,0,0,0,M,1,7.0,0,4,8,4.830278042904606,100.0,1,2023-02-06
200,3.7350860985767804,71.69722677690527,0,0,0,0,0,F,0,3.0,0,2,4,1.5613386881317384,98.09,1,2023-02-09
300,3.672577762730901,79.73455011568686,0,0,0,0,0,F,1,4.0,0,5,8,5.4776602838018835,97.63,1,2023-05-09
200,3.4135250335977423,6.296425348412075,0,0,0,1,0,F,0,2.0,0,4,3,1.0987699410462874,82.35,1,2023-11-09
200,3.527279346688622,4.7614562250109795,1,0,0,0,0,M,0,3.0,0,4,4,3.034282894664164,84.01,1,2023-05-30
200,4.31853847735333,47.38639839431676,1,0,0,0,0,F,0,2.0,0,4,5,1.0949662952230497,100.0,1,2023-02-17
300,3.4134175660648745,10121.94415662056,0,0,0,0,1,M,0,4.0,0,1,1,6.81930159727682,100.0,1,2023-07-02
100,2.2496145956415674,4.606214872546782,0,0,1,0,0,M,0,1.0,0,3,2,18.281473329389875,84.6,1,2023-05-31
100,3.1297408725132363,77.29662984638047,0,0,1,0,0,Other,0,1.0,0,4,3,19.60639708778197,97.4,1,2023-12-12
100,3.49809699268643,6.420195052324895,0,0,1,0,0,F,0,0.0,0,5,3,22.794706338550647,86.64,1,2023-09-21
100,4.76675977156268,4.051273988458704,0,0,0,0,0,F,1,0.0,0,2,5,3.734685474807284,73.46,1,2023-07-20
400,3.5811331551417216,59.60166423808241,0,1,1,1,0,M,1,6.0,0,3,7,23.669841220003224,97.33,1,2023-11-15
100,3.7621724452987704,153.45196695977535,0,0,1,0,0,F,0,1.0,0,4,1,21.759694272102312,98.91,1,2023-01-31
500,4.277697920020209,104.2722434101397,0,0,0,0,0,F,0,9.0,0,5,9,14.734762678822664,100.0,1,2023-02-09
100,3.1816361016976704,6.210433509848179,0,0,0,0,0,M,0,0.0,0,1,7,18.969865518789348,66.93,1,2023-05-20
100,3.298758546705479,29.087692192488483,0,0,1,0,0,M,0,1.0,0,6,4,8.013795342343931,94.07,1,2023-03-29
300,3.311994459324693,29.949113544634187,0,0,1,1,0,F,0,4.0,0,5,2,16.616034562805456,96.85,1,2023-10-31
300,2.5309771656755204,56.215055040574626,0,0,1,0,0,M,0,4.0,0,3,1,8.322572537390727,100.0,1,2023-11-22
200,4.119718653836296,3.3717099177183267,0,0,0,0,0,F,0,3.0,0,2,3,29.69328576440285,77.74,1,2023-05-02
200,3.3005194852241,6090.446562728989,0,0,0,0,1,F,1,2.0,0,4,7,3.435133372849506,99.83,1,2023-04-15
300,3.088877909264617,2075.365303573046,0,0,0,0,1,M,0,5.0,0,5,2,9.351062470138576,100.0,1,2023-03-17
100,3.78676291983822,5474.056477909994,0,0,0,0,1,F,0,1.0,0,4,4,2.0438928524018394,100.0,1,2023-11-28
500,2.171133218798312,10.55192864950939,0,0,0,0,0,F,0,8.0,0,3,6,2.7773820738025607,82.08,1,2023-04-18
500,3.4108127276719418,6.673499561280112,0,0,0,1,0,M,0,8.0,0,3,3,0.3915631001173733,92.31,1,2023-07-03
300,3.6425093755505245,14075.983450364574,0,0,1,1,1,M,0,5.0,0,4,1,15.289849550030834,100.0,1,2023-06-03
100,4.022607156434685,52.764187697287525,0,0,0,0,0,M,0,0.0,0,3,4,0.8485093411195161,93.37,1,2023-02-18
300,4.410036203577047,9898.164513744183,0,0,0,0,1,F,0,5.0,0,5,5,4.180469689081928,99.37,1,2023-09-08
100,1.3471217309061008,50.696245786209836,0,0,1,0,0,M,0,1.0,1,4,6,21.667257140422706,90.13,1,2023-12-03
100,3.2227369401948285,23.711060585141663,0,0,0,0,0,M,0,1.0,0,4,7,14.829715979261897,77.58,1,2023-11-11
100,4.075630727106564,13.182483195123929,0,0,0,1,0,M,0,1.0,0,1,6,8.287343543515838,80.59,1,2023-03-09
200,3.087533956386643,2575.8730356214865,0,0,1,0,1,M,1,2.0,0,6,6,13.19221168016761,98.35,1,2023-09-26
400,3.2937402271731337,78.8880371182998,0,0,1,1,0,F,0,7.0,0,3,1,21.63340853458589,98.3,1,2023-07-25
300,3.3395832200701325,41.281032861091084,0,0,0,0,0,F,0,4.0,0,4,6,6.684138827848496,92.15,1,2023-03-06
300,3.194561269280781,56.84995444569205,0,1,1,0,0,M,0,5.0,0,3,5,12.970870482633275,100.0,1,2023-01-12
200,1.879001470567718,92.06901670133009,0,0,0,0,0,M,0,3.0,1,1,2,9.657296064643312,83.05,1,2023-02-09
100,4.184476173264021,6.39212288517683,1,0,0,1,0,M,0,1.0,0,3,4,9.217408796567668,87.82,1,2023-05-16
200,2.761162177862083,169.30364484772625,0,0,0,0,0,F,1,3.0,0,5,6,4.144042792824443,97.38,1,2023-07-21
500,2.3660918139375853,1.7499921992642806,0,0,0,1,0,F,1,9.0,0,3,4,3.7087333611252706,85.31,1,2023-06-30
100,4.007602864537119,75.06731953768065,0,0,1,1,0,M,0,0.0,0,2,2,16.65527487984555,100.0,1,2023-02-13
400,3.506766412049586,160.67613201847558,0,0,0,0,0,F,0,7.0,0,2,7,3.836936439956331,97.98,1,2023-05-17
200,4.182443558642422,20.59001750282489,0,0,0,0,0,F,0,2.0,0,3,8,4.214656108931283,88.69,1,2023-06-28
200,4.314995395636624,56.46075841946605,0,0,0,1,0,F,0,3.0,0,2,2,2.642418680178047,99.62,1,2023-03-24
300,3.084070074159374,88.26190647970813,1,0,1,1,0,F,0,5.0,0,3,6,11.664869926929143,100.0,1,2023-09-30
200,4.153521921374573,11.262931004985695,0,0,0,0,0,M,0,3.0,0,3,3,4.803509196212052,78.62,1,2023-09-26
400,3.8963785929350885,4724.731994125112,0,0,0,1,1,Other,0,6.0,0,2,5,9.70937691660519,100.0,1,2023-01-04
400,2.0937972465138994,106.88617638637825,0,0,0,0,0,M,1,7.0,0,3,7,4.3002626078606925,98.86,1,2023-02-02
200,3.485605789989944,85.70598954918228,0,0,1,0,0,F,1,2.0,0,4,5,18.74029083260561,99.44,1,2023-11-20
100,3.8895392461135785,80.38864270260646,0,0,0,0,0,F,0,1.0,0,4,2,40.0,99.97,1,2023-05-09
200,4.042836897968986,154.71777180712604,0,0,0,1,0,Other,0,3.0,0,1,8,8.678229404658031,100.0,1,2023-11-03
400,4.132950979563203,17.783520706478374,0,0,1,0,0,F,0,7.0,0,3,2,27.326626342933697,100.0,1,2023-02-22
100,3.294313944530064,107.21454662018931,0,0,0,0,0,M,0,1.0,0,2,7,29.227042612430193,97.17,1,2023-06-14
200,3.9599509569970297,37.37464516721053,0,0,0,0,0,M,0,3.0,0,4,7,4.989529388854482,90.98,1,2023-07-15
200,4.095324045593224,5.2661524032925735,0,0,0,1,0,F,0,2.0,0,2,6,0.7082199880198915,81.29,1,2023-02-28
300,3.6214551095670737,163.60811971991117,0,0,1,0,0,M,1,5.0,0,3,2,9.672772076615182,100.0,1,2023-05-18
100,3.4895203369082703,92.83383631680447,0,0,0,0,0,F,0,0.0,0,4,4,11.051876688538101,93.83,1,2023-05-17
300,3.6204431932618766,60.92483237087159,0,0,0,0,0,F,1,5.0,0,3,4,15.544360502129953,100.0,1,2023-06-20
400,4.11611387953175,23.438510225648262,0,0,1,1,0,F,0,7.0,0,2,1,30.162770747900996,100.0,1,2023-03-06
100,4.0918413185747315,32.74689766569815,1,0,0,0,0,M,0,1.0,0,3,5,9.370845253253837,93.05,1,2023-06-09
100,3.3036421667861324,4.355035762164331,0,0,0,1,0,M,0,0.0,0,2,4,3.773642783837966,75.95,1,2023-12-05
500,3.4706617336075047,140.00075247798782,0,0,1,0,0,M,0,9.0,0,4,2,25.85083681139257,95.79,1,2023-03-21
100,3.437714520336384,100.26495317620578,0,0,0,0,0,M,0,1.0,0,4,4,14.231477816692035,93.92,1,2023-10-15
400,3.688381777666957,14.007675544673079,0,0,0,0,0,F,0,6.0,0,1,5,8.74197219789502,84.22,1,2023-05-16
200,3.3798683711537723,57.878331812786016,0,0,1,0,0,F,0,2.0,0,4,5,15.30300720853495,96.22,1,2023-09-28
100,3.196451933715954,6.062459455487627,0,0,1,1,0,F,0,1.0,0,3,4,39.50618134613553,92.45,1,2023-02-15
400,3.6013272103858567,1.0,0,0,0,0,0,M,0,6.0,0,2,9,1.147170378020033,83.48,1,2023-05-12
200,4.073644715612729,11184.596247553112,0,0,1,0,1,M,0,2.0,0,3,2,34.43552833220804,100.0,1,2023-07-09
200,2.8445746280004505,5767.153586107877,0,0,0,0,1,F,1,2.0,0,3,4,9.593855041445615,100.0,1,2023-05-29
200,2.3006978240817144,12.26539466825953,0,0,0,0,0,M,0,2.0,0,3,3,8.179714583046437,72.06,1,2023-05-04
200,3.467103662382395,19.866342449456955,0,0,0,0,0,F,1,2.0,0,3,6,19.558545982595785,78.45,1,2023-11-09
100,4.198802399091549,137.36222637732055,0,0,1,0,0,M,0,1.0,0,4,3,10.9554883703987,100.0,1,2023-07-29
200,4.079109130840018,1.5855799552100178,0,0,0,0,0,F,1,3.0,0,2,7,18.3644928390339,72.04,1,2023-09-26
400,3.050453528361665,156.05179167831895,0,0,1,0,0,F,1,7.0,0,3,1,17.56766286846981,99.4,1,2023-02-12
100,4.002444961436037,2.7961022257683936,0,1,0,0,0,M,0,1.0,0,5,4,1.4048371655859584,77.2,1,2023-06-26
300,2.418358256690524,83.92648077274498,0,0,1,0,0,F,0,4.0,0,1,2,16.05287795416111,99.64,1,2023-04-10
100,3.912869991140906,11619.398385892346,0,0,1,0,1,F,0,0.0,0,4,3,40.0,100.0,1,2023-01-09
300,2.4234625920581356,35.520024640285484,0,0,0,0,0,M,0,5.0,0,3,4,8.697238306228632,89.92,1,2023-02-13
100,2.0402859102789277,1.850345265498488,0,0,0,0,0,M,0,1.0,0,4,6,12.8362787481821,64.34,1,2023-11-02
400,2.2087985357484365,9.11129214591266,0,0,1,0,0,M,0,6.0,0,1,7,13.61153012786746,96.41,1,2023-01-20
200,4.665537960132062,68.39236408472892,0,0,0,1,0,F,0,2.0,0,3,2,3.870982566495502,100.0,1,2023-02-09
100,3.956610112128115,129.33606734603146,0,0,1,0,0,M,1,1.0,0,5,2,25.464744684690793,100.0,1,2023-06-10
100,3.5438461823048777,10.021580323698815,0,0,1,0,0,F,0,1.0,0,5,1,18.293765726199855,90.99,1,2023-05-09
100,4.309624982876394,103.07935728923242,0,0,0,0,0,M,0,0.0,0,3,3,8.229241099160937,98.8,1,2023-07-30
200,2.0487962009774217,12057.975363960251,0,0,0,0,1,M,1,2.0,0,5,9,7.921102709403818,100.0,1,2023-05-04
100,4.147254861527581,11.765620681379474,0,0,0,0,0,F,0,1.0,0,3,8,7.974677456668831,73.13,1,2023-04-01
300,3.056263525519806,6.614966757289827,0,0,1,1,0,M,1,5.0,0,2,1,18.035027934829976,98.62,1,2023-07-31
200,2.8847806117557067,9090.168236403631,0,0,0,0,1,F,0,2.0,0,6,4,3.7618457218691574,99.48,1,2023-06-21
100,3.28639598154698,104.08736618264767,0,0,0,0,0,F,0,1.0,0,4,1,23.18899103588823,92.43,1,2023-05-21
200,4.195824295708212,90.82746484879885,0,0,0,0,0,F,0,3.0,0,4,5,9.64072126993745,100.0,1,2023-01-05
300,2.7005053569271817,27.388721014581982,0,0,0,0,0,F,0,5.0,0,3,3,8.194434298704133,84.77,1,2023-01-03
100,4.480000850762403,1.0,0,0,0,0,0,Other,0,0.0,0,3,4,8.792871250625907,71.65,1,2023-12-14
100,2.9064152393951965,131.6488796782865,0,0,0,0,0,M,0,0.0,0,2,6,25.846402504334762,96.8,1,2023-07-03
100,3.887857122807936,12.081016811469352,0,0,0,0,0,M,0,1.0,0,4,4,7.669799105387314,75.95,1,2023-10-22
300,3.2273813245651257,213.76563504518117,0,0,0,0,0,M,0,4.0,0,1,4,8.26475340165924,98.86,1,2023-02-26
300,4.284788852463205,107.89518191350228,0,0,0,0,0,F,1,4.0,0,4,7,10.820112567834153,97.16,1,2023-06-25
200,3.625608319509775,106.40655366214467,0,0,1,0,0,M,0,3.0,0,4,4,40.0,100.0,1,2023-12-12
300,2.7585425016817244,83.81908791635,0,0,1,0,0,M,1,4.0,0,3,6,22.586999982583787,100.0,1,2023-07-21
300,3.495158817267981,52.11092882635606,0,0,0,0,0,M,0,4.0,0,5,3,6.873221911746579,97.25,1,2023-10-01
200,3.2916454665656887,51.2734440627448,0,0,0,0,0,F,1,3.0,0,4,8,11.114350167296575,92.91,1,2023-03-24
400,3.438370521969617,3.30039780911781,0,0,0,0,0,M,1,6.0,0,4,8,3.8782780800093795,79.05,1,2023-03-27
100,3.9701043247989247,72.5337620782278,0,0,0,0,0,M,0,1.0,0,2,4,0.12835392349564456,94.5,1,2023-05-30
100,3.0637273468891038,54.72528725956788,0,0,0,1,0,F,0,0.0,0,4,3,4.762149804172975,93.01,1,2023-08-21
100,1.9259724302254932,84.28239668184443,0,0,1,0,0,M,0,1.0,1,3,3,30.806718117329186,96.88,1,2023-09-08
100,2.9186799745077843,1.0,0,0,0,1,0,F,0,0.0,0,3,4,16.518479492386955,66.15,1,2023-09-12
200,2.8092827112373313,1.8607175760269778,0,0,0,0,0,F,0,2.0,0,2,9,0.07935537849006706,66.24,1,2023-02-07
400,2.1921333502713147,21.683504797572265,0,0,0,0,0,F,0,6.0,0,2,5,11.423551808311991,84.32,1,2023-06-09
100,2.999828129269249,5153.552906130009,0,0,1,0,1,F,0,0.0,0,3,4,19.44347025880251,100.0,1,2023-06-12
100,3.982461094075575,59.59780967886932,0,0,0,0,0,M,1,0.0,0,4,7,14.62732804113842,90.1,1,2023-10-04
200,3.6554558610742287,42.47556893956013,0,0,0,0,0,F,0,2.0,0,4,6,40.0,96.3,1,2023-04-16
400,3.3726387731597507,158.32728145674085,0,0,1,1,0,M,0,6.0,0,4,1,40.0,97.98,1,2023-06-12
100,3.347145557264194,5.664080556626421,0,0,0,0,0,F,0,1.0,0,2,5,16.583602354391715,68.26,1,2023-07-09
200,3.965847893189518,239.84669618704498,0,0,1,0,0,M,0,2.0,0,4,4,19.506595182019524,95.62,1,2023-09-12
